  20  43  1.0268E-07  8.9724E-08  1.0000E-25
  20  44  1.6170E-06  1.4130E-06  1.0000E-25
  20  46  3.1965E-09  2.7932E-09  1.0000E-25
  20  48  1.5838E-07  1.3840E-07  1.0000E-25
  21  45  4.4540E-08  3.8920E-08  1.0000E-25
  22  46  2.5566E-07  2.2340E-07  1.0000E-25
  22  47  2.3806E-07  2.0803E-07  1.0000E-25
  22  48  2.4594E-06  2.1491E-06  1.0000E-25
  22  49  1.8721E-07  1.6359E-07  1.0000E-25
  22  50  1.8815E-07  1.6441E-07  1.0000E-25
  23  50  1.0595E-09  9.2578E-10  1.0000E-25
  23  51  4.3113E-07  3.7673E-07  1.0000E-25
  24  50  8.4952E-07  7.4233E-07  1.0000E-25
  24  52  1.7005E-05  1.4860E-05  1.0000E-25
  24  53  1.9638E-06  1.7160E-06  1.0000E-25
  24  54  4.9853E-07  4.3563E-07  1.0000E-25
  25  55  1.5208E-05  1.3289E-05  1.0000E-25
  26  54  8.1586E-05  7.1292E-05  1.0000E-25
  26  56  1.3377E-03  1.1689E-03  1.0000E-25
  26  57  3.2672E-05  2.8549E-05  1.0000E-25
  26  58  4.2311E-06  3.6973E-06  1.0000E-25
  26  60  5.3262E-24  4.6541E-24  4.6541E-24
  27  59  3.8432E-06  3.3583E-06  1.0000E-25
  28  58  5.6583E-05  4.9444E-05  1.0000E-25
  28  60  2.2407E-05  1.9580E-05  1.0000E-25
  28  61  9.8335E-07  8.5928E-07  1.0000E-25
  28  62  3.1767E-06  2.7759E-06  1.0000E-25
  28  64  8.3173E-07  7.2679E-07  1.0000E-25
  29  63  6.5823E-07  5.7518E-07  1.0000E-25
  29  65  3.0293E-07  2.6470E-07  1.0000E-25
  30  64  1.1357E-06  9.9238E-07  1.0000E-25
  30  66  6.7259E-07  5.8772E-07  1.0000E-25
  30  67  1.0028E-07  8.7623E-08  1.0000E-25
  30  68  4.6456E-07  4.0594E-07  1.0000E-25
  30  70  1.5802E-08  1.3808E-08  1.0000E-25
  31  69  4.5344E-08  3.9623E-08  3.0288E-08
  31  71  3.1040E-08  2.7124E-08  2.3517E-08
  32  70  4.9437E-08  4.3200E-08  4.3200E-08
  32  72  6.7941E-08  5.9368E-08  5.7469E-08
  32  73  1.9615E-08  1.7140E-08  4.5940E-09
  32  74  9.2951E-08  8.1222E-08  4.1363E-08
  32  76  2.0415E-08  1.7839E-08  3.6497E-10
  33  75  1.4234E-08  1.2438E-08  4.7298E-09
  34  74  1.1778E-09  1.0292E-09  1.0000E-25
  34  76  1.2326E-08  1.0771E-08  1.0771E-08
  34  77  1.0478E-08  9.1563E-09  1.5404E-09
  34  78  3.3187E-08  2.8999E-08  2.1636E-08
  34  80  7.1584E-08  6.2551E-08  5.8183E-09
  34  82  1.3525E-08  1.1818E-08  1.0000E-25
  35  79  1.3675E-08  1.1949E-08  2.6920E-09
  35  81  1.3640E-08  1.1919E-08  3.5292E-09
  36  78  3.4551E-10  3.0191E-10  1.0000E-25
  36  80  2.3144E-09  2.0224E-09  2.0224E-09
  36  82  1.2222E-08  1.0680E-08  1.0680E-08
  36  83  1.2393E-08  1.0829E-08  1.1466E-09
  36  84  6.2502E-08  5.4615E-08  2.9731E-09
  36  86  1.9513E-08  1.7051E-08  1.6937E-08
  37  85  1.2601E-08  1.1011E-08  4.6285E-09
  37  87  5.3134E-09  4.6430E-09  3.5760E-09
  38  84  3.2101E-10  2.8050E-10  1.0000E-25
  38  86  5.7760E-09  5.0472E-09  5.0472E-09
  38  87  3.8028E-09  3.3230E-09  3.3230E-09
  38  88  4.9417E-08  4.3182E-08  3.4274E-08
  39  89  1.1961E-08  1.0452E-08  7.9806E-09
  40  90  1.5291E-08  1.3362E-08  6.8150E-09
  40  91  3.3718E-09  2.9463E-09  2.1176E-09
  40  92  5.2202E-09  4.5615E-09  3.9285E-09
  40  93  8.2556E-24  7.2139E-24  7.2139E-24
  40  94  5.3879E-09  4.7081E-09  4.7081E-09
  40  96  8.8968E-10  7.7743E-10  1.5936E-10
  41  93  1.8790E-09  1.6419E-09  1.1968E-09
  42  92  1.0070E-09  8.7991E-10  1.0000E-25
  42  94  6.4218E-10  5.6115E-10  1.0000E-25
  42  95  1.1165E-09  9.7566E-10  4.4877E-10
  42  96  1.1811E-09  1.0321E-09  1.0321E-09
  42  97  6.8515E-10  5.9870E-10  3.4242E-10
  42  98  1.7451E-09  1.5249E-09  1.1790E-09
  42 100  7.1211E-10  6.2226E-10  1.0000E-25
  43  99  8.7882E-24  7.6793E-24  7.6793E-24
  44  96  2.8625E-10  2.5013E-10  1.0000E-25
  44  98  9.9260E-11  8.6736E-11  1.0000E-25
  44  99  6.7634E-10  5.9100E-10  1.1964E-10
  44 100  6.7740E-10  5.9193E-10  5.9193E-10
  44 101  9.2347E-10  8.0695E-10  8.6022E-11
  44 102  1.7357E-09  1.5167E-09  5.9119E-10
  44 104  1.0478E-09  9.1562E-10  1.0000E-25
  45 103  1.0259E-09  8.9643E-10  8.2532E-11
  46 102  4.1931E-11  3.6641E-11  1.0000E-25
  46 104  4.6668E-10  4.0779E-10  4.0779E-10
  46 105  9.4233E-10  8.2343E-10  7.6210E-11
  46 106  1.1658E-09  1.0187E-09  4.8388E-10
  46 107  9.4983E-24  8.2999E-24  8.2999E-24
  46 108  1.1505E-09  1.0053E-09  5.9823E-10
  46 110  5.1899E-10  4.5351E-10  1.0000E-25
  47 107  7.8048E-10  6.8200E-10  7.7421E-11
  47 109  7.3837E-10  6.4520E-10  1.3765E-10
  48 106  6.1670E-11  5.3889E-11  1.0000E-25
  48 108  4.4714E-11  3.9072E-11  1.0000E-25
  48 110  6.4007E-10  5.5931E-10  5.5931E-10
  48 111  6.6195E-10  5.7843E-10  1.1959E-10
  48 112  1.2577E-09  1.0990E-09  5.2187E-10
  48 113  6.4439E-10  5.6308E-10  1.7881E-10
  48 114  1.5281E-09  1.3353E-09  7.4457E-10
  48 116  4.0623E-10  3.5497E-10  1.0000E-25
  49 113  2.5840E-11  2.2579E-11  1.0000E-25
  49 115  5.8597E-10  5.1203E-10  1.7207E-10
  50 112  1.2060E-10  1.0538E-10  1.0000E-25
  50 114  8.3164E-11  7.2670E-11  1.0000E-25
  50 115  4.2937E-11  3.7519E-11  1.0000E-25
  50 116  1.8628E-09  1.6277E-09  1.6277E-09
  50 117  9.9238E-10  8.6717E-10  3.7128E-10
  50 118  3.1602E-09  2.7615E-09  1.8846E-09
  50 119  1.1303E-09  9.8768E-10  5.0169E-10
  50 120  4.3419E-09  3.7940E-09  3.0438E-09
  50 122  6.2510E-10  5.4623E-10  3.8772E-11
  50 124  7.9330E-10  6.9321E-10  1.0000E-25
  51 121  6.1998E-10  5.4175E-10  2.5933E-10
  51 123  4.7005E-10  4.1074E-10  2.7812E-11
  52 120  1.4935E-11  1.3050E-11  1.0000E-25
  52 122  4.3796E-10  3.8270E-10  3.8270E-10
  52 123  1.5242E-10  1.3319E-10  1.3319E-10
  52 124  8.2203E-10  7.1831E-10  7.1831E-10
  52 125  1.2372E-09  1.0811E-09  2.5045E-10
  52 126  3.3152E-09  2.8969E-09  1.2852E-09
  52 128  5.6551E-09  4.9416E-09  1.8974E-11
  52 130  6.1497E-09  5.3737E-09  1.0000E-25
  53 127  3.3088E-09  2.8913E-09  7.3815E-11
  53 129  1.1451E-23  1.0006E-23  1.0006E-23
  54 124  2.0496E-11  1.7910E-11  1.0000E-25
  54 126  1.8567E-11  1.6224E-11  1.0000E-25
  54 128  3.8167E-10  3.3351E-10  3.3351E-10
  54 129  4.7809E-09  4.1777E-09  5.3264E-10
  54 130  7.7145E-10  6.7411E-10  6.7411E-10
  54 131  3.8677E-09  3.3797E-09  5.7006E-10
  54 132  4.7386E-09  4.1407E-09  1.9680E-09
  54 134  1.7807E-09  1.5560E-09  1.6797E-10
  54 136  1.4680E-09  1.2828E-09  1.0897E-10
  55 133  1.4321E-09  1.2514E-09  1.7249E-10
  55 135  1.1984E-23  1.0472E-23  1.0472E-23
  56 130  1.7910E-11  1.5650E-11  1.0000E-25
  56 132  1.7319E-11  1.5133E-11  1.0000E-25
  56 134  4.2287E-10  3.6951E-10  3.6951E-10
  56 135  1.1570E-09  1.0111E-09  1.5990E-10
  56 136  1.3896E-09  1.2142E-09  1.2142E-09
  56 137  1.9993E-09  1.7471E-09  1.1158E-09
  56 138  1.2863E-08  1.1240E-08  1.1240E-08
  57 138  1.5974E-12  1.3959E-12  1.3959E-12
  57 139  1.7941E-09  1.5677E-09  1.1429E-09
  58 136  8.5040E-12  7.4310E-12  1.0000E-25
  58 138  1.1306E-11  9.8792E-12  1.0000E-25
  58 140  4.0527E-09  3.5413E-09  3.2177E-09
  58 142  5.1795E-10  4.5260E-10  9.6379E-11
  59 141  6.8165E-10  5.9564E-10  2.2673E-10
  60 142  9.2497E-10  8.0826E-10  8.0826E-10
  60 143  4.1395E-10  3.6172E-10  1.0996E-10
  60 144  8.2130E-10  7.1767E-10  2.5054E-10
  60 145  2.8845E-10  2.5206E-10  5.0591E-11
  60 146  6.0019E-10  5.2446E-10  1.8222E-10
  60 148  2.0443E-10  1.7863E-10  1.0000E-25
  60 150  2.0279E-10  1.7721E-10  1.0000E-25
  62 144  3.3350E-11  2.9142E-11  1.0000E-25
  62 147  1.6990E-10  1.4846E-10  3.2657E-11
  62 148  1.2509E-10  1.0930E-10  1.0930E-10
  62 149  1.5356E-10  1.3419E-10  9.0855E-12
  62 150  8.2942E-11  7.2476E-11  7.2476E-11
  62 152  3.0319E-10  2.6493E-10  4.1043E-11
  62 154  2.6124E-10  2.2828E-10  1.0000E-25
  63 151  2.0321E-10  1.7757E-10  1.0912E-11
  63 153  2.2505E-10  1.9665E-10  1.0000E-25
  64 152  2.9050E-12  2.5385E-12  1.0000E-25
  64 154  3.2057E-11  2.8012E-11  2.8012E-11
  64 155  2.1891E-10  1.9129E-10  2.7617E-12
  64 156  3.0521E-10  2.6670E-10  3.2466E-11
  64 157  2.3456E-10  2.0496E-10  1.2702E-11
  64 158  3.7504E-10  3.2772E-10  7.9308E-11
  64 160  3.3392E-10  2.9178E-10  1.0000E-25
  65 159  2.7749E-10  2.4248E-10  1.0000E-25
  66 156  9.9346E-13  8.6811E-13  1.0000E-25
  66 158  1.6929E-12  1.4793E-12  1.0000E-25
  66 160  4.2695E-11  3.7307E-11  3.7307E-11
  66 161  3.4729E-10  3.0347E-10  1.0000E-25
  66 162  4.7370E-10  4.1393E-10  3.4632E-11
  66 163  4.6346E-10  4.0498E-10  1.0000E-25
  66 164  5.2701E-10  4.6051E-10  3.1498E-11
  67 165  4.2462E-10  3.7104E-10  9.7361E-12
  68 162  1.6408E-12  1.4338E-12  1.0000E-25
  68 164  1.9188E-11  1.6767E-11  1.6767E-11
  68 166  4.0509E-10  3.5397E-10  3.0491E-11
  68 167  2.7840E-10  2.4328E-10  5.6531E-12
  68 168  3.2690E-10  2.8565E-10  6.5874E-11
  68 170  1.8396E-10  1.6075E-10  1.0000E-25
  69 169  1.8498E-10  1.6164E-10  1.0409E-11
  70 168  1.5569E-12  1.3605E-12  1.0000E-25
  70 170  3.7199E-11  3.2505E-11  3.2505E-11
  70 171  1.7517E-10  1.5307E-10  3.0534E-11
  70 172  2.7025E-10  2.3615E-10  6.8830E-11
  70 173  2.0026E-10  1.7499E-10  3.2904E-11
  70 174  3.9696E-10  3.4687E-10  1.7290E-10
  70 176  1.6045E-10  1.4021E-10  1.0000E-25
  71 175  1.8082E-10  1.5801E-10  1.9289E-11
  71 176  5.2479E-12  4.5857E-12  4.5857E-12
  72 174  1.2085E-12  1.0560E-12  1.0000E-25
  72 176  4.0402E-11  3.5304E-11  3.5304E-11
  72 177  1.4707E-10  1.2851E-10  1.9235E-11
  72 178  2.1647E-10  1.8916E-10  1.0157E-10
  72 179  1.0881E-10  9.5083E-11  3.1407E-11
  72 180  2.8186E-10  2.4630E-10  1.8277E-10
  72 182  1.6156E-23  1.4118E-23  1.4118E-23
  73 180  1.2852E-14  1.1230E-14  1.1230E-14
  73 181  1.0845E-10  9.4770E-11  4.6472E-11
  74 180  8.8585E-13  7.7407E-13  1.0000E-25
  74 182  1.8434E-10  1.6108E-10  1.0016E-10
  74 183  1.0065E-10  8.7953E-11  6.0145E-11
  74 184  2.1740E-10  1.8997E-10  1.3937E-10
  74 186  2.0457E-10  1.7876E-10  3.9648E-11
  75 185  1.0336E-10  9.0320E-11  2.6433E-11
  75 187  1.8990E-10  1.6594E-10  1.0000E-25
  76 184  6.3913E-13  5.5849E-13  1.0000E-25
  76 186  5.7607E-11  5.0339E-11  5.0339E-11
  76 187  4.3691E-11  3.8178E-11  3.8178E-11
  76 188  4.8864E-10  4.2699E-10  7.9317E-11
  76 189  5.9644E-10  5.2118E-10  1.1869E-11
  76 190  9.7908E-10  8.5554E-10  1.0004E-10
  76 192  1.5392E-09  1.3450E-09  1.0000E-25
  77 191  1.3654E-09  1.1931E-09  5.3840E-11
  77 193  2.3129E-09  2.0211E-09  6.7189E-11
  78 190  9.3506E-13  8.1708E-13  1.0000E-25
  78 192  5.8358E-11  5.0994E-11  5.0994E-11
  78 194  2.4764E-09  2.1640E-09  2.7508E-11
  78 195  2.5567E-09  2.2341E-09  1.0000E-25
  78 196  1.9173E-09  1.6754E-09  1.2249E-10
  78 198  5.5190E-10  4.8226E-10  1.0000E-25
  79 197  1.0664E-09  9.3184E-10  1.0000E-25
  80 196  2.9508E-12  2.5785E-12  1.0000E-25
  80 198  1.9439E-10  1.6987E-10  1.6987E-10
  80 199  3.3069E-10  2.8897E-10  2.6535E-11
  80 200  4.5450E-10  3.9715E-10  2.1812E-10
  80 201  2.6068E-10  2.2779E-10  8.6890E-11
  80 202  5.9066E-10  5.1613E-10  3.6603E-10
  80 204  1.3756E-10  1.2020E-10  1.0000E-25
  81 203  3.1914E-10  2.7887E-10  2.5698E-10
  81 205  7.7140E-10  6.7407E-10  3.8991E-10
  82 204  3.6091E-10  3.1537E-10  3.1537E-10
  82 205  1.8198E-23  1.5902E-23  1.5902E-23
  82 206  3.5366E-09  3.0904E-09  2.0821E-09
  82 207  3.8588E-09  3.3719E-09  2.8083E-09
  82 208  1.1019E-08  9.6290E-09  9.6290E-09
  83 209  8.7124E-10  7.6131E-10  4.9284E-10
  90 232  2.8214E-10  2.4654E-10  1.0000E-25
  92 235  3.8989E-11  3.4069E-11  1.0000E-25
  92 236  2.0950E-23  1.8306E-23  1.8306E-23
  92 238  1.2471E-10  1.0898E-10  1.0000E-25
  93 237  2.1038E-23  1.8384E-23  1.8384E-23
