# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
9.447343850e-01 2.246000000e+05 5.460700000e-03 1.607800000e+11 9.998451053e-01 9.727810000e+08 3.069430000e+04 2.817180000e+04 1.089540000e+00 1.007710000e+00 1.096740000e+00 3.839890000e-01 3.844690000e-01 -0.000000000e+00 -1.662200000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.744300000e+08 1.657100000e+00 1.804500000e+03 5.840100000e+13 6.170700000e-01
9.457415010e-01 2.181800000e+05 5.217000000e-03 1.490700000e+11 9.998555712e-01 9.469820000e+08 3.062930000e+04 2.817180000e+04 1.087230000e+00 1.007930000e+00 1.099740000e+00 3.829040000e-01 3.834600000e-01 -0.000000000e+00 -1.979650000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.761500000e+08 1.655500000e+00 2.003300000e+03 5.707600000e+13 6.173650000e-01
9.467933660e-01 2.121500000e+05 4.992500000e-03 1.385800000e+11 9.998660370e-01 9.200140000e+08 3.056160000e+04 2.817180000e+04 1.084830000e+00 1.008150000e+00 1.102800000e+00 3.817610000e-01 3.822830000e-01 -0.000000000e+00 -1.914880000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.779600000e+08 1.653800000e+00 2.220300000e+03 5.582800000e+13 6.176750000e-01
9.476709080e-01 2.066100000e+05 4.787200000e-03 1.292800000e+11 9.998744097e-01 8.975140000e+08 3.050530000e+04 2.817180000e+04 1.082830000e+00 1.008380000e+00 1.105810000e+00 3.805960000e-01 3.811940000e-01 -0.000000000e+00 -2.248000000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.797900000e+08 1.652000000e+00 2.449300000e+03 5.467700000e+13 6.179870000e-01
9.485843540e-01 2.008500000e+05 4.576600000e-03 1.200300000e+11 9.998827824e-01 8.740900000e+08 3.044680000e+04 2.817180000e+04 1.080760000e+00 1.008630000e+00 1.109190000e+00 3.792520000e-01 3.799400000e-01 -0.000000000e+00 -2.657470000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.818900000e+08 1.649800000e+00 2.722300000e+03 5.347900000e+13 6.183460000e-01
9.495379630e-01 1.948700000e+05 4.360000000e-03 1.108100000e+11 9.998911551e-01 8.496330000e+08 3.038600000e+04 2.817180000e+04 1.078600000e+00 1.008910000e+00 1.112980000e+00 3.776920000e-01 3.784890000e-01 -0.000000000e+00 -3.172580000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.843100000e+08 1.647300000e+00 3.052200000e+03 5.222700000e+13 6.187600000e-01
9.505368810e-01 1.886200000e+05 4.136900000e-03 1.016200000e+11 9.998995278e-01 8.240200000e+08 3.032240000e+04 2.817180000e+04 1.076340000e+00 1.009230000e+00 1.117270000e+00 3.758660000e-01 3.767970000e-01 -0.000000000e+00 -3.827570000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.871500000e+08 1.644200000e+00 3.458800000e+03 5.091300000e+13 6.192450000e-01
9.515874230e-01 1.820700000e+05 3.906200000e-03 9.248300000e+10 9.999079005e-01 7.970970000e+08 3.025570000e+04 2.817180000e+04 1.073970000e+00 1.009600000e+00 1.122170000e+00 3.737100000e-01 3.748060000e-01 -0.000000000e+00 -4.669240000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.904900000e+08 1.640600000e+00 3.963600000e+03 4.952900000e+13 6.198180000e-01
9.526974800e-01 1.768800000e+05 3.729200000e-03 8.565900000e+10 9.999162732e-01 7.686790000e+08 3.018550000e+04 2.817180000e+04 1.071480000e+00 1.009910000e+00 1.126410000e+00 3.717990000e-01 3.724560000e-01 -0.000000000e+00 -2.908130000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.934400000e+08 1.637200000e+00 4.430900000e+03 4.842300000e+13 6.203370000e-01
9.532778240e-01 1.733400000e+05 3.607100000e-03 8.112100000e+10 9.999204595e-01 7.538630000e+08 3.014890000e+04 2.817180000e+04 1.070180000e+00 1.010130000e+00 1.129410000e+00 3.703990000e-01 3.711210000e-01 -0.000000000e+00 -3.258560000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.956000000e+08 1.634800000e+00 4.789300000e+03 4.766600000e+13 6.207150000e-01
9.538770590e-01 1.697000000e+05 3.482500000e-03 7.659300000e+10 9.999246458e-01 7.385900000e+08 3.011120000e+04 2.817180000e+04 1.068840000e+00 1.010360000e+00 1.132640000e+00 3.688670000e-01 3.696550000e-01 -0.000000000e+00 -3.641090000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 3.979700000e+08 1.632000000e+00 5.198600000e+03 4.688400000e+13 6.211330000e-01
9.544969400e-01 1.659400000e+05 3.355200000e-03 7.207800000e+10 9.999288322e-01 7.228130000e+08 3.007220000e+04 2.817180000e+04 1.067460000e+00 1.010600000e+00 1.136100000e+00 3.671870000e-01 3.680500000e-01 -0.000000000e+00 -4.078740000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.005500000e+08 1.629000000e+00 5.665900000e+03 4.607400000e+13 6.215980000e-01
9.551395030e-01 1.620700000e+05 3.224800000e-03 6.757500000e+10 9.999330185e-01 7.064860000e+08 3.003190000e+04 2.817180000e+04 1.066030000e+00 1.010850000e+00 1.139820000e+00 3.653450000e-01 3.662900000e-01 -0.000000000e+00 -4.578880000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.033900000e+08 1.625600000e+00 6.198500000e+03 4.523200000e+13 6.221170000e-01
9.558071310e-01 1.580600000e+05 3.091100000e-03 6.308400000e+10 9.999372049e-01 6.895550000e+08 2.999010000e+04 2.817180000e+04 1.064540000e+00 1.011110000e+00 1.143810000e+00 3.633250000e-01 3.643600000e-01 -0.000000000e+00 -5.148590000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.065000000e+08 1.621900000e+00 6.803300000e+03 4.435600000e+13 6.226980000e-01
9.565026420e-01 1.537500000e+05 2.948700000e-03 5.844700000e+10 9.999413912e-01 6.719580000e+08 2.994660000e+04 2.817180000e+04 1.063000000e+00 1.011380000e+00 1.148210000e+00 3.610330000e-01 3.622440000e-01 -0.000000000e+00 -6.198380000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.100100000e+08 1.617600000e+00 7.527400000e+03 4.340900000e+13 6.233770000e-01
9.572826210e-01 1.491000000e+05 2.796900000e-03 5.366500000e+10 9.999458766e-01 6.522730000e+08 2.989790000e+04 2.817180000e+04 1.061270000e+00 1.011660000e+00 1.153090000e+00 3.584260000e-01 3.597560000e-01 -0.000000000e+00 -7.028760000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.140000000e+08 1.612600000e+00 8.409200000e+03 4.237800000e+13 6.241810000e-01
9.581035440e-01 1.442300000e+05 2.640000000e-03 4.889900000e+10 9.999503619e-01 6.316200000e+08 2.984690000e+04 2.817180000e+04 1.059460000e+00 1.011920000e+00 1.158240000e+00 3.555800000e-01 3.570310000e-01 -0.000000000e+00 -7.944600000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.183300000e+08 1.607100000e+00 9.439400000e+03 4.128900000e+13 6.251080000e-01
9.589717380e-01 1.403700000e+05 2.519400000e-03 4.533800000e+10 9.999548473e-01 6.098570000e+08 2.979300000e+04 2.817180000e+04 1.057550000e+00 1.012110000e+00 1.162350000e+00 3.532610000e-01 3.540650000e-01 -0.000000000e+00 -4.566000000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.218300000e+08 1.602600000e+00 1.032900000e+04 4.041600000e+13 6.259190000e-01
9.594259810e-01 1.377400000e+05 2.436400000e-03 4.296800000e+10 9.999570900e-01 5.985240000e+08 2.976480000e+04 2.817180000e+04 1.056550000e+00 1.012200000e+00 1.165050000e+00 3.516740000e-01 3.525010000e-01 -0.000000000e+00 -4.790950000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.241900000e+08 1.599500000e+00 1.097100000e+04 3.981800000e+13 6.265010000e-01
9.598952600e-01 1.349400000e+05 2.348600000e-03 4.052400000e+10 9.999593327e-01 5.868500000e+08 2.973580000e+04 2.817180000e+04 1.055520000e+00 1.012290000e+00 1.167840000e+00 3.499920000e-01 3.508950000e-01 -0.000000000e+00 -5.342410000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.266700000e+08 1.596100000e+00 1.169200000e+04 3.918000000e+13 6.271510000e-01
9.604139820e-01 1.319500000e+05 2.256100000e-03 3.800700000e+10 9.999617249e-01 5.739770000e+08 2.970380000e+04 2.817180000e+04 1.054380000e+00 1.012340000e+00 1.170690000e+00 3.482210000e-01 3.491420000e-01 -0.000000000e+00 -5.580850000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.292400000e+08 1.592600000e+00 1.250300000e+04 3.849400000e+13 6.278840000e-01
9.609533960e-01 1.288500000e+05 2.161200000e-03 3.549500000e+10 9.999641171e-01 5.606260000e+08 2.967050000e+04 2.817180000e+04 1.053200000e+00 1.012360000e+00 1.173450000e+00 3.464410000e-01 3.473690000e-01 -0.000000000e+00 -5.762020000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.317500000e+08 1.588900000e+00 1.338100000e+04 3.777800000e+13 6.286870000e-01
9.615158490e-01 1.256300000e+05 2.063800000e-03 3.299000000e+10 9.999665093e-01 5.467420000e+08 2.963590000e+04 2.817180000e+04 1.051970000e+00 1.012340000e+00 1.176050000e+00 3.446840000e-01 3.456020000e-01 -0.000000000e+00 -5.853090000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.341300000e+08 1.585300000e+00 1.432500000e+04 3.703100000e+13 6.295670000e-01
9.621041440e-01 1.226900000e+05 1.976600000e-03 3.080200000e+10 9.999689015e-01 5.322560000e+08 2.959970000e+04 2.817180000e+04 1.050690000e+00 1.012260000e+00 1.178140000e+00 3.431960000e-01 3.438760000e-01 -0.000000000e+00 -4.453820000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.360500000e+08 1.582100000e+00 1.521000000e+04 3.634300000e+13 6.304170000e-01
9.625643320e-01 1.207300000e+05 1.919400000e-03 2.939900000e+10 9.999706956e-01 5.209550000e+08 2.957150000e+04 2.817180000e+04 1.049680000e+00 1.012190000e+00 1.179360000e+00 3.422880000e-01 3.426350000e-01 -0.000000000e+00 -2.327280000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.371400000e+08 1.580200000e+00 1.581000000e+04 3.588300000e+13 6.310050000e-01
9.628011070e-01 1.194000000e+05 1.880500000e-03 2.846400000e+10 9.999715927e-01 5.151540000e+08 2.955690000e+04 2.817180000e+04 1.049170000e+00 1.012120000e+00 1.180070000e+00 3.417150000e-01 3.420470000e-01 -0.000000000e+00 -2.247660000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.377800000e+08 1.578900000e+00 1.622000000e+04 3.557100000e+13 6.314100000e-01
9.630426550e-01 1.173800000e+05 1.821100000e-03 2.706400000e+10 9.999724897e-01 5.092450000e+08 2.954210000e+04 2.817180000e+04 1.048640000e+00 1.012000000e+00 1.181000000e+00 3.409180000e-01 3.414960000e-01 -0.000000000e+00 -3.963920000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.386100000e+08 1.577200000e+00 1.684700000e+04 3.509600000e+13 6.320370000e-01
9.635411420e-01 1.152600000e+05 1.761200000e-03 2.566600000e+10 9.999742839e-01 4.970520000e+08 2.951160000e+04 2.817180000e+04 1.047560000e+00 1.011840000e+00 1.181780000e+00 3.401970000e-01 3.404870000e-01 -0.000000000e+00 -2.031660000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.392300000e+08 1.575500000e+00 1.752200000e+04 3.459600000e+13 6.327220000e-01
9.637986610e-01 1.133400000e+05 1.706400000e-03 2.442500000e+10 9.999751810e-01 4.907630000e+08 2.949590000e+04 2.817180000e+04 1.047000000e+00 1.011680000e+00 1.182270000e+00 3.396530000e-01 3.400440000e-01 -0.000000000e+00 -2.776870000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.395800000e+08 1.574300000e+00 1.813500000e+04 3.414400000e+13 6.333480000e-01
9.642413110e-01 1.106100000e+05 1.629700000e-03 2.272200000e+10 9.999766761e-01 4.799600000e+08 2.946890000e+04 2.817180000e+04 1.046040000e+00 1.011400000e+00 1.182630000e+00 3.390800000e-01 3.394460000e-01 -0.000000000e+00 -2.657140000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.396600000e+08 1.572800000e+00 1.902400000e+04 3.349800000e+13 6.342680000e-01
9.647969320e-01 1.082400000e+05 1.565900000e-03 2.133100000e+10 9.999784702e-01 4.663880000e+08 2.943500000e+04 2.817180000e+04 1.044840000e+00 1.011130000e+00 1.182650000e+00 3.388070000e-01 3.389550000e-01 -0.000000000e+00 -1.103790000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.393000000e+08 1.572000000e+00 1.979400000e+04 3.293700000e+13 6.350930000e-01
9.650857940e-01 1.060400000e+05 1.506100000e-03 2.007000000e+10 9.999793673e-01 4.593410000e+08 2.941740000e+04 2.817180000e+04 1.044220000e+00 1.010850000e+00 1.182350000e+00 3.387380000e-01 3.388400000e-01 -0.000000000e+00 -7.773510000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.386300000e+08 1.571700000e+00 2.049400000e+04 3.241900000e+13 6.358590000e-01
9.656031290e-01 1.042400000e+05 1.459500000e-03 1.909300000e+10 9.999809138e-01 4.467010000e+08 2.938590000e+04 2.817180000e+04 1.043100000e+00 1.010600000e+00 1.181980000e+00 3.388410000e-01 3.388850000e-01 -0.000000000e+00 -3.377420000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.377900000e+08 1.571700000e+00 2.109100000e+04 3.199200000e+13 6.365140000e-01
9.657240120e-01 1.035700000e+05 1.441900000e-03 1.873300000e+10 9.999812642e-01 4.437490000e+08 2.937860000e+04 2.817180000e+04 1.042840000e+00 1.010510000e+00 1.181780000e+00 3.389120000e-01 3.389400000e-01 -0.000000000e+00 -2.208830000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.374200000e+08 1.571800000e+00 2.131200000e+04 3.183400000e+13 6.367560000e-01
9.658463390e-01 1.028900000e+05 1.424200000e-03 1.837200000e+10 9.999816147e-01 4.407620000e+08 2.937120000e+04 2.817180000e+04 1.042570000e+00 1.010410000e+00 1.181570000e+00 3.390030000e-01 3.390220000e-01 -0.000000000e+00 -1.490940000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.370100000e+08 1.571900000e+00 2.153800000e+04 3.167400000e+13 6.370010000e-01
9.659701560e-01 1.023800000e+05 1.411000000e-03 1.810600000e+10 9.999819651e-01 4.377380000e+08 2.936360000e+04 2.817180000e+04 1.042310000e+00 1.010340000e+00 1.181400000e+00 3.390850000e-01 3.391240000e-01 -0.000000000e+00 -3.087770000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.366800000e+08 1.572000000e+00 2.171000000e+04 3.155300000e+13 6.371860000e-01
9.660301310e-01 1.020400000e+05 1.402500000e-03 1.793300000e+10 9.999821333e-01 4.362730000e+08 2.936000000e+04 2.817180000e+04 1.042180000e+00 1.010290000e+00 1.181280000e+00 3.391440000e-01 3.391800000e-01 -0.000000000e+00 -2.897470000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.364600000e+08 1.572100000e+00 2.182300000e+04 3.147500000e+13 6.373070000e-01
9.660904660e-01 1.017100000e+05 1.393800000e-03 1.776000000e+10 9.999823015e-01 4.347980000e+08 2.935630000e+04 2.817180000e+04 1.042050000e+00 1.010240000e+00 1.181160000e+00 3.392080000e-01 3.392430000e-01 -0.000000000e+00 -2.740250000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.362200000e+08 1.572200000e+00 2.193700000e+04 3.139700000e+13 6.374290000e-01
9.661511660e-01 1.013700000e+05 1.385200000e-03 1.758700000e+10 9.999824697e-01 4.333150000e+08 2.935260000e+04 2.817180000e+04 1.041920000e+00 1.010190000e+00 1.181030000e+00 3.392780000e-01 3.393100000e-01 -0.000000000e+00 -2.578840000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.359800000e+08 1.572300000e+00 2.205200000e+04 3.131700000e+13 6.375520000e-01
9.662122370e-01 1.010300000e+05 1.376500000e-03 1.741400000e+10 9.999826379e-01 4.318220000e+08 2.934890000e+04 2.817180000e+04 1.041790000e+00 1.010140000e+00 1.180900000e+00 3.393530000e-01 3.393830000e-01 -0.000000000e+00 -2.413240000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.357300000e+08 1.572500000e+00 2.217000000e+04 3.123800000e+13 6.376750000e-01
9.662736850e-01 1.007100000e+05 1.368300000e-03 1.725100000e+10 9.999828061e-01 4.303190000e+08 2.934520000e+04 2.817180000e+04 1.041650000e+00 1.010090000e+00 1.180770000e+00 3.394290000e-01 3.394610000e-01 -0.000000000e+00 -2.607170000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.354800000e+08 1.572600000e+00 2.228200000e+04 3.116200000e+13 6.377930000e-01
9.663286270e-01 1.004000000e+05 1.360600000e-03 1.709800000e+10 9.999829556e-01 4.289750000e+08 2.934190000e+04 2.817180000e+04 1.041530000e+00 1.010040000e+00 1.180640000e+00 3.395050000e-01 3.395350000e-01 -0.000000000e+00 -2.472610000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.352400000e+08 1.572700000e+00 2.238900000e+04 3.109100000e+13 6.379050000e-01
9.663838750e-01 1.001000000e+05 1.352800000e-03 1.694400000e+10 9.999831051e-01 4.276230000e+08 2.933850000e+04 2.817180000e+04 1.041420000e+00 1.010000000e+00 1.180510000e+00 3.395850000e-01 3.396140000e-01 -0.000000000e+00 -2.338700000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.349900000e+08 1.572900000e+00 2.249800000e+04 3.101900000e+13 6.380170000e-01
9.664394350e-01 9.978900000e+04 1.345000000e-03 1.679100000e+10 9.999832546e-01 4.262640000e+08 2.933520000e+04 2.817180000e+04 1.041300000e+00 1.009950000e+00 1.180380000e+00 3.396700000e-01 3.396980000e-01 -0.000000000e+00 -2.202000000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.347400000e+08 1.573000000e+00 2.260900000e+04 3.094600000e+13 6.381300000e-01
9.664953100e-01 9.947800000e+04 1.337200000e-03 1.663700000e+10 9.999834041e-01 4.248960000e+08 2.933180000e+04 2.817180000e+04 1.041180000e+00 1.009910000e+00 1.180240000e+00 3.397600000e-01 3.397850000e-01 -0.000000000e+00 -2.062550000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.344800000e+08 1.573200000e+00 2.271900000e+04 3.087400000e+13 6.382440000e-01
9.665515060e-01 9.916500000e+04 1.329300000e-03 1.648400000e+10 9.999835537e-01 4.235200000e+08 2.932840000e+04 2.817180000e+04 1.041050000e+00 1.009860000e+00 1.180100000e+00 3.398540000e-01 3.398780000e-01 -0.000000000e+00 -1.920380000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.342000000e+08 1.573400000e+00 2.283100000e+04 3.080000000e+13 6.383590000e-01
9.666080270e-01 9.885100000e+04 1.321400000e-03 1.633000000e+10 9.999837032e-01 4.221350000e+08 2.932490000e+04 2.817180000e+04 1.040930000e+00 1.009810000e+00 1.179950000e+00 3.399530000e-01 3.399750000e-01 -0.000000000e+00 -1.775530000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.339200000e+08 1.573600000e+00 2.294200000e+04 3.072700000e+13 6.384750000e-01
9.666648780e-01 9.853400000e+04 1.313600000e-03 1.617700000e+10 9.999838527e-01 4.207420000e+08 2.932150000e+04 2.817180000e+04 1.040810000e+00 1.009760000e+00 1.179810000e+00 3.400570000e-01 3.400770000e-01 -0.000000000e+00 -1.628070000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.336400000e+08 1.573800000e+00 2.305500000e+04 3.065300000e+13 6.385920000e-01
9.667220640e-01 9.821600000e+04 1.305600000e-03 1.602400000e+10 9.999840022e-01 4.193400000e+08 2.931800000e+04 2.817180000e+04 1.040690000e+00 1.009720000e+00 1.179650000e+00 3.401660000e-01 3.401840000e-01 -0.000000000e+00 -1.478050000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.333400000e+08 1.574000000e+00 2.316800000e+04 3.057900000e+13 6.387090000e-01
9.667795900e-01 9.789500000e+04 1.297700000e-03 1.587100000e+10 9.999841517e-01 4.179290000e+08 2.931450000e+04 2.817180000e+04 1.040560000e+00 1.009670000e+00 1.179500000e+00 3.402800000e-01 3.402960000e-01 -0.000000000e+00 -1.325560000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.330400000e+08 1.574200000e+00 2.328200000e+04 3.050400000e+13 6.388270000e-01
9.668374610e-01 9.757200000e+04 1.289700000e-03 1.571700000e+10 9.999843012e-01 4.165100000e+08 2.931100000e+04 2.817180000e+04 1.040440000e+00 1.009620000e+00 1.179340000e+00 3.403990000e-01 3.404130000e-01 -0.000000000e+00 -1.170680000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.327300000e+08 1.574400000e+00 2.339700000e+04 3.042900000e+13 6.389460000e-01
9.668956830e-01 9.724700000e+04 1.281700000e-03 1.556400000e+10 9.999844507e-01 4.150810000e+08 2.930750000e+04 2.817180000e+04 1.040310000e+00 1.009570000e+00 1.179190000e+00 3.405220000e-01 3.405340000e-01 -0.000000000e+00 -1.013530000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.324100000e+08 1.574700000e+00 2.351200000e+04 3.035300000e+13 6.390670000e-01
9.669542610e-01 9.655400000e+04 1.264600000e-03 1.523900000e+10 9.999846002e-01 4.136430000e+08 2.930400000e+04 2.817180000e+04 1.040190000e+00 1.009470000e+00 1.178840000e+00 3.407990000e-01 3.406620000e-01 -0.000000000e+00 1.143660000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.317100000e+08 1.575200000e+00 2.375800000e+04 3.019200000e+13 6.393220000e-01
9.671471700e-01 9.563400000e+04 1.242400000e-03 1.481800000e+10 9.999850862e-01 4.089030000e+08 2.929230000e+04 2.817180000e+04 1.039770000e+00 1.009330000e+00 1.178380000e+00 3.411980000e-01 3.411110000e-01 -0.000000000e+00 7.309260000e-09 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.307400000e+08 1.576000000e+00 2.409000000e+04 2.997800000e+13 6.396640000e-01
9.672830650e-01 9.432200000e+04 1.210400000e-03 1.422600000e+10 9.999854226e-01 4.055600000e+08 2.928410000e+04 2.817180000e+04 1.039480000e+00 1.009140000e+00 1.177700000e+00 3.418150000e-01 3.414550000e-01 -0.000000000e+00 3.059170000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.293000000e+08 1.577300000e+00 2.456400000e+04 2.967500000e+13 6.401480000e-01
9.676238450e-01 9.246400000e+04 1.166800000e-03 1.342400000e+10 9.999862449e-01 3.971540000e+08 2.926350000e+04 2.817180000e+04 1.038750000e+00 1.008890000e+00 1.176790000e+00 3.427940000e-01 3.424100000e-01 -0.000000000e+00 3.336310000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.271400000e+08 1.579400000e+00 2.527000000e+04 2.924600000e+13 6.408420000e-01
9.679450090e-01 9.062500000e+04 1.124400000e-03 1.266200000e+10 9.999869924e-01 3.892030000e+08 2.924410000e+04 2.817180000e+04 1.038060000e+00 1.008660000e+00 1.175970000e+00 3.438590000e-01 3.434120000e-01 -0.000000000e+00 3.945220000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.249300000e+08 1.581700000e+00 2.601200000e+04 2.882500000e+13 6.415310000e-01
9.682780480e-01 8.889900000e+04 1.085700000e-03 1.197600000e+10 9.999877400e-01 3.809300000e+08 2.922400000e+04 2.817180000e+04 1.037350000e+00 1.008470000e+00 1.175330000e+00 3.449250000e-01 3.445410000e-01 -0.000000000e+00 3.460080000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.228200000e+08 1.584100000e+00 2.677300000e+04 2.843100000e+13 6.421830000e-01
9.685538160e-01 8.750900000e+04 1.055100000e-03 1.144400000e+10 9.999883380e-01 3.740570000e+08 2.920740000e+04 2.817180000e+04 1.036760000e+00 1.008340000e+00 1.174940000e+00 3.458110000e-01 3.455250000e-01 -0.000000000e+00 2.623920000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.211300000e+08 1.586200000e+00 2.741800000e+04 2.811600000e+13 6.427100000e-01
9.687665390e-01 8.588100000e+04 1.019300000e-03 1.083600000e+10 9.999887866e-01 3.687450000e+08 2.919460000e+04 2.817180000e+04 1.036310000e+00 1.008220000e+00 1.174630000e+00 3.468550000e-01 3.463000000e-01 -0.000000000e+00 5.159560000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.192200000e+08 1.588700000e+00 2.819400000e+04 2.775000000e+13 6.433240000e-01
9.691333150e-01 8.395200000e+04 9.784900000e-04 1.015300000e+10 9.999895341e-01 3.595470000e+08 2.917250000e+04 2.817180000e+04 1.035520000e+00 1.008120000e+00 1.174620000e+00 3.480760000e-01 3.476360000e-01 -0.000000000e+00 4.195740000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.171000000e+08 1.591800000e+00 2.918500000e+04 2.731800000e+13 6.440660000e-01
9.694387480e-01 8.216900000e+04 9.414100000e-04 9.546800000e+09 9.999901322e-01 3.518550000e+08 2.915410000e+04 2.817180000e+04 1.034870000e+00 1.008090000e+00 1.174960000e+00 3.491420000e-01 3.487170000e-01 -0.000000000e+00 4.137640000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.153300000e+08 1.594700000e+00 3.017700000e+04 2.692100000e+13 6.447580000e-01
9.697560070e-01 8.076900000e+04 9.132600000e-04 9.092800000e+09 9.999907302e-01 3.438330000e+08 2.913510000e+04 2.817180000e+04 1.034190000e+00 1.008100000e+00 1.175540000e+00 3.499110000e-01 3.497680000e-01 -0.000000000e+00 1.416150000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.141300000e+08 1.596800000e+00 3.103700000e+04 2.661100000e+13 6.453150000e-01
