# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu
9.699194460e-01 7.934500000e+04 8.843000000e-04 8.639000000e+09 9.999910293e-01 3.396930000e+08 2.912530000e+04 2.817180000e+04 1.033850000e+00 1.008150000e+00 1.176370000e+00 3.506000000e-01 3.502570000e-01 -0.000000000e+00 3.454020000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.131200000e+08 1.598900000e+00 3.197700000e+04 2.629800000e+13 6.458790000e-01
9.702568500e-01 7.735000000e+04 8.451500000e-04 8.034800000e+09 9.999916273e-01 3.311190000e+08 2.910500000e+04 2.817180000e+04 1.033130000e+00 1.008290000e+00 1.178120000e+00 3.513730000e-01 3.511100000e-01 -0.000000000e+00 2.720600000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.121000000e+08 1.601600000e+00 3.344300000e+04 2.586100000e+13 6.466980000e-01
9.706096350e-01 7.525500000e+04 8.049900000e-04 7.431500000e+09 9.999922254e-01 3.221160000e+08 2.908390000e+04 2.817180000e+04 1.032380000e+00 1.008540000e+00 1.180750000e+00 3.518710000e-01 3.517530000e-01 -0.000000000e+00 1.254710000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.116500000e+08 1.603900000e+00 3.516400000e+04 2.540500000e+13 6.475910000e-01
9.709797440e-01 7.304800000e+04 7.637000000e-04 6.829100000e+09 9.999928234e-01 3.126380000e+08 2.906170000e+04 2.817180000e+04 1.031590000e+00 1.008930000e+00 1.184500000e+00 3.519610000e-01 3.520560000e-01 -0.000000000e+00 -1.039840000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.119800000e+08 1.605600000e+00 3.722900000e+04 2.492600000e+13 6.485810000e-01
9.713695580e-01 7.071500000e+04 7.211100000e-04 6.227700000e+09 9.999934215e-01 3.026280000e+08 2.903840000e+04 2.817180000e+04 1.030760000e+00 1.009480000e+00 1.189690000e+00 3.514740000e-01 3.518670000e-01 -0.000000000e+00 -4.485040000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.133800000e+08 1.606200000e+00 3.977700000e+04 2.442100000e+13 6.497000000e-01
9.717820520e-01 6.885300000e+04 6.884700000e-04 5.777400000e+09 9.999940195e-01 2.920130000e+08 2.901380000e+04 2.817180000e+04 1.029890000e+00 1.010050000e+00 1.194920000e+00 3.505750000e-01 3.510340000e-01 -0.000000000e+00 -5.451770000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.154100000e+08 1.605800000e+00 4.217200000e+04 2.401700000e+13 6.506730000e-01
9.719979390e-01 6.757900000e+04 6.659900000e-04 5.477400000e+09 9.999943185e-01 2.864630000e+08 2.900090000e+04 2.817180000e+04 1.029430000e+00 1.010510000e+00 1.198990000e+00 3.496820000e-01 3.502940000e-01 -0.000000000e+00 -7.427230000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.172900000e+08 1.605000000e+00 4.398600000e+04 2.374100000e+13 6.513730000e-01
9.722210130e-01 6.626400000e+04 6.430400000e-04 5.177800000e+09 9.999946176e-01 2.807340000e+08 2.898760000e+04 2.817180000e+04 1.028960000e+00 1.011030000e+00 1.203700000e+00 3.484990000e-01 3.492620000e-01 -0.000000000e+00 -9.481550000e-08 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.197000000e+08 1.603500000e+00 4.603600000e+04 2.345500000e+13 6.521370000e-01
9.724519380e-01 6.490500000e+04 6.195900000e-04 4.878400000e+09 9.999949166e-01 2.748080000e+08 2.897390000e+04 2.817180000e+04 1.028470000e+00 1.011640000e+00 1.209150000e+00 3.469810000e-01 3.479180000e-01 -0.000000000e+00 -1.194620000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.227300000e+08 1.601500000e+00 4.836000000e+04 2.315900000e+13 6.529780000e-01
9.726914860e-01 6.349900000e+04 5.955800000e-04 4.579300000e+09 9.999952156e-01 2.686720000e+08 2.895960000e+04 2.817180000e+04 1.027970000e+00 1.012340000e+00 1.215450000e+00 3.450750000e-01 3.462130000e-01 -0.000000000e+00 -1.490810000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.265000000e+08 1.598700000e+00 5.100200000e+04 2.285100000e+13 6.539100000e-01
9.729405670e-01 6.204100000e+04 5.709600000e-04 4.280500000e+09 9.999955146e-01 2.623050000e+08 2.894480000e+04 2.817180000e+04 1.027440000e+00 1.013160000e+00 1.222730000e+00 3.427200000e-01 3.440900000e-01 -0.000000000e+00 -1.847780000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.311300000e+08 1.595000000e+00 5.404100000e+04 2.253000000e+13 6.549530000e-01
9.732002560e-01 6.052800000e+04 5.456400000e-04 3.982100000e+09 9.999958137e-01 2.556900000e+08 2.892940000e+04 2.817180000e+04 1.026890000e+00 1.014110000e+00 1.231170000e+00 3.398470000e-01 3.414830000e-01 -0.000000000e+00 -2.279660000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.368000000e+08 1.590300000e+00 5.760600000e+04 2.219400000e+13 6.561300000e-01
9.734718460e-01 5.895500000e+04 5.195500000e-04 3.684000000e+09 9.999961127e-01 2.488010000e+08 2.891320000e+04 2.817180000e+04 1.026320000e+00 1.015200000e+00 1.240980000e+00 3.363720000e-01 3.383170000e-01 -0.000000000e+00 -2.804710000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.437200000e+08 1.584300000e+00 6.175100000e+04 2.184100000e+13 6.574720000e-01
9.737569130e-01 5.731600000e+04 4.925900000e-04 3.386200000e+09 9.999964117e-01 2.416120000e+08 2.889630000e+04 2.817180000e+04 1.025720000e+00 1.016480000e+00 1.252410000e+00 3.322020000e-01 3.345030000e-01 -0.000000000e+00 -3.446650000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.521700000e+08 1.577000000e+00 6.650900000e+04 2.146800000e+13 6.590180000e-01
9.740574010e-01 5.602700000e+04 4.718500000e-04 3.163100000e+09 9.999967107e-01 2.340870000e+08 2.887850000e+04 2.817180000e+04 1.025090000e+00 1.017600000e+00 1.262440000e+00 3.284990000e-01 3.299630000e-01 -0.000000000e+00 -2.279070000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.598300000e+08 1.570400000e+00 7.054700000e+04 2.117000000e+13 6.603670000e-01
9.742141740e-01 5.515100000e+04 4.576000000e-04 3.014500000e+09 9.999968602e-01 2.301920000e+08 2.886920000e+04 2.817180000e+04 1.024760000e+00 1.018410000e+00 1.269700000e+00 3.257870000e-01 3.273800000e-01 -0.000000000e+00 -2.536970000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.655300000e+08 1.565500000e+00 7.346600000e+04 2.096600000e+13 6.613430000e-01
9.743757780e-01 5.425400000e+04 4.430500000e-04 2.866000000e+09 9.999970098e-01 2.261990000e+08 2.885960000e+04 2.817180000e+04 1.024420000e+00 1.019280000e+00 1.277590000e+00 3.228330000e-01 3.245530000e-01 -0.000000000e+00 -2.803700000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.718500000e+08 1.560100000e+00 7.665500000e+04 2.075500000e+13 6.624050000e-01
9.745426310e-01 5.333400000e+04 4.281800000e-04 2.717600000e+09 9.999971593e-01 2.221010000e+08 2.884980000e+04 2.817180000e+04 1.024070000e+00 1.020230000e+00 1.286160000e+00 3.196190000e-01 3.214750000e-01 -0.000000000e+00 -3.101240000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.788600000e+08 1.554200000e+00 8.010400000e+04 2.053600000e+13 6.635640000e-01
9.747152170e-01 5.239100000e+04 4.129800000e-04 2.569300000e+09 9.999973088e-01 2.178890000e+08 2.883950000e+04 2.817180000e+04 1.023700000e+00 1.021270000e+00 1.295510000e+00 3.161260000e-01 3.181280000e-01 -0.000000000e+00 -3.433680000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.866500000e+08 1.547800000e+00 8.378900000e+04 2.030800000e+13 6.648340000e-01
9.748940940e-01 5.142100000e+04 3.974000000e-04 2.421100000e+09 9.999974583e-01 2.135550000e+08 2.882900000e+04 2.817180000e+04 1.023330000e+00 1.022390000e+00 1.305720000e+00 3.123340000e-01 3.144930000e-01 -0.000000000e+00 -3.805720000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 4.953100000e+08 1.540700000e+00 8.766500000e+04 2.007100000e+13 6.662320000e-01
9.750799120e-01 5.042300000e+04 3.814200000e-04 2.273000000e+09 9.999976078e-01 2.090880000e+08 2.881800000e+04 2.817180000e+04 1.022940000e+00 1.023610000e+00 1.316880000e+00 3.082210000e-01 3.105480000e-01 -0.000000000e+00 -4.222710000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.049600000e+08 1.533100000e+00 9.165400000e+04 1.982300000e+13 6.677770000e-01
9.752734390e-01 4.939300000e+04 3.650100000e-04 2.125100000e+09 9.999977573e-01 2.044770000e+08 2.880660000e+04 2.817180000e+04 1.022530000e+00 1.024940000e+00 1.329110000e+00 3.037670000e-01 3.062720000e-01 -0.000000000e+00 -4.690750000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.157300000e+08 1.524800000e+00 9.572800000e+04 1.956400000e+13 6.694920000e-01
9.754755880e-01 4.859400000e+04 3.524300000e-04 2.014200000e+09 9.999979068e-01 1.997070000e+08 2.879460000e+04 2.817180000e+04 1.022110000e+00 1.026030000e+00 1.339200000e+00 3.001550000e-01 3.016500000e-01 -0.000000000e+00 -2.887890000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.247300000e+08 1.518000000e+00 9.898200000e+04 1.935800000e+13 6.709270000e-01
9.755802350e-01 4.805400000e+04 3.438600000e-04 1.940300000e+09 9.999979816e-01 1.972600000e+08 2.878840000e+04 2.817180000e+04 1.021890000e+00 1.026790000e+00 1.346240000e+00 2.976530000e-01 2.992030000e-01 -0.000000000e+00 -3.045200000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.311000000e+08 1.513400000e+00 1.011700000e+05 1.921800000e+13 6.719400000e-01
9.756874700e-01 4.723100000e+04 3.306700000e-04 1.829500000e+09 9.999980563e-01 1.947680000e+08 2.878210000e+04 2.817180000e+04 1.021660000e+00 1.027980000e+00 1.357310000e+00 2.937590000e-01 2.966560000e-01 -0.000000000e+00 -5.811690000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.412500000e+08 1.506100000e+00 1.044300000e+05 1.900200000e+13 6.735500000e-01
9.759104140e-01 4.637100000e+04 3.172900000e-04 1.718800000e+09 9.999982059e-01 1.896300000e+08 2.876900000e+04 2.817180000e+04 1.021200000e+00 1.029290000e+00 1.369570000e+00 2.895480000e-01 2.912640000e-01 -0.000000000e+00 -3.565930000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.525800000e+08 1.498200000e+00 1.077900000e+05 1.877200000e+13 6.753710000e-01
9.760265470e-01 4.578800000e+04 3.081300000e-04 1.645100000e+09 9.999982806e-01 1.869800000e+08 2.876210000e+04 2.817180000e+04 1.020960000e+00 1.030210000e+00 1.378140000e+00 2.866440000e-01 2.884180000e-01 -0.000000000e+00 -3.762160000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.606000000e+08 1.492800000e+00 1.099000000e+05 1.861400000e+13 6.766640000e-01
9.761461050e-01 4.519300000e+04 2.988000000e-04 1.571400000e+09 9.999983554e-01 1.842740000e+08 2.875510000e+04 2.817180000e+04 1.020710000e+00 1.031160000e+00 1.387160000e+00 2.836330000e-01 2.854670000e-01 -0.000000000e+00 -3.971170000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.691100000e+08 1.487200000e+00 1.119000000e+05 1.845100000e+13 6.780450000e-01
9.762693660e-01 4.458400000e+04 2.892900000e-04 1.497700000e+09 9.999984301e-01 1.815040000e+08 2.874780000e+04 2.817180000e+04 1.020450000e+00 1.032170000e+00 1.396650000e+00 2.805130000e-01 2.824090000e-01 -0.000000000e+00 -4.194170000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.781500000e+08 1.481400000e+00 1.137300000e+05 1.828100000e+13 6.795230000e-01
9.763966440e-01 4.396100000e+04 2.796000000e-04 1.424000000e+09 9.999985049e-01 1.786670000e+08 2.874030000e+04 2.817180000e+04 1.020180000e+00 1.033220000e+00 1.406660000e+00 2.772830000e-01 2.792420000e-01 -0.000000000e+00 -4.432490000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.877400000e+08 1.475400000e+00 1.154100000e+05 1.810600000e+13 6.811080000e-01
9.765283000e-01 4.332200000e+04 2.697100000e-04 1.350400000e+09 9.999985796e-01 1.757550000e+08 2.873260000e+04 2.817180000e+04 1.019910000e+00 1.034330000e+00 1.417200000e+00 2.739410000e-01 2.759650000e-01 -0.000000000e+00 -4.687740000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 5.979300000e+08 1.469200000e+00 1.169300000e+05 1.792300000e+13 6.828120000e-01
9.766647460e-01 4.282800000e+04 2.621700000e-04 1.295300000e+09 9.999986544e-01 1.727630000e+08 2.872460000e+04 2.817180000e+04 1.019620000e+00 1.035210000e+00 1.425580000e+00 2.713410000e-01 2.725720000e-01 -0.000000000e+00 -2.917260000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.060600000e+08 1.464400000e+00 1.179700000e+05 1.778100000e+13 6.841930000e-01
9.767349150e-01 4.249600000e+04 2.570700000e-04 1.258500000e+09 9.999986918e-01 1.712360000e+08 2.872040000e+04 2.817180000e+04 1.019480000e+00 1.035810000e+00 1.431300000e+00 2.695850000e-01 2.708330000e-01 -0.000000000e+00 -2.997220000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.116400000e+08 1.461200000e+00 1.185600000e+05 1.768400000e+13 6.851490000e-01
9.768064670e-01 4.199000000e+04 2.492700000e-04 1.203400000e+09 9.999987291e-01 1.696870000e+08 2.871620000e+04 2.817180000e+04 1.019330000e+00 1.036720000e+00 1.440090000e+00 2.669170000e-01 2.690700000e-01 -0.000000000e+00 -5.246200000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.202700000e+08 1.456200000e+00 1.192900000e+05 1.753500000e+13 6.866370000e-01
9.769540130e-01 4.146700000e+04 2.414000000e-04 1.148200000e+09 9.999988039e-01 1.665120000e+08 2.870760000e+04 2.817180000e+04 1.019020000e+00 1.037700000e+00 1.449470000e+00 2.641380000e-01 2.654490000e-01 -0.000000000e+00 -3.277670000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.294800000e+08 1.451100000e+00 1.198900000e+05 1.737900000e+13 6.882600000e-01
9.770301750e-01 4.093700000e+04 2.333200000e-04 1.093200000e+09 9.999988413e-01 1.648860000e+08 2.870310000e+04 2.817180000e+04 1.018860000e+00 1.038690000e+00 1.459040000e+00 2.613390000e-01 2.635960000e-01 -0.000000000e+00 -5.732230000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.389600000e+08 1.446000000e+00 1.202000000e+05 1.722000000e+13 6.899460000e-01
9.771877350e-01 4.038600000e+04 2.251500000e-04 1.038100000e+09 9.999989160e-01 1.615470000e+08 2.869380000e+04 2.817180000e+04 1.018530000e+00 1.039760000e+00 1.469300000e+00 2.584190000e-01 2.597960000e-01 -0.000000000e+00 -3.594480000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.491100000e+08 1.440700000e+00 1.203100000e+05 1.705100000e+13 6.917980000e-01
9.772693530e-01 4.001300000e+04 2.196000000e-04 1.001400000e+09 9.999989534e-01 1.598310000e+08 2.868900000e+04 2.817180000e+04 1.018360000e+00 1.040480000e+00 1.476310000e+00 2.564510000e-01 2.578480000e-01 -0.000000000e+00 -3.700810000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.560800000e+08 1.437100000e+00 1.201800000e+05 1.693600000e+13 6.930870000e-01
9.773530220e-01 3.963300000e+04 2.139700000e-04 9.647400000e+08 9.999989908e-01 1.580830000e+08 2.868410000e+04 2.817180000e+04 1.018190000e+00 1.041230000e+00 1.483560000e+00 2.544510000e-01 2.558710000e-01 -0.000000000e+00 -3.823210000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.632900000e+08 1.433500000e+00 1.199000000e+05 1.681800000e+13 6.944380000e-01
9.774388770e-01 3.914900000e+04 2.068000000e-04 9.189100000e+08 9.999990282e-01 1.562990000e+08 2.867910000e+04 2.817180000e+04 1.018010000e+00 1.042200000e+00 1.492880000e+00 2.519170000e-01 2.538640000e-01 -0.000000000e+00 -5.334850000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.726100000e+08 1.428900000e+00 1.192900000e+05 1.666600000e+13 6.962090000e-01
9.775720900e-01 3.874700000e+04 2.010200000e-04 8.822600000e+08 9.999990842e-01 1.535490000e+08 2.867130000e+04 2.817180000e+04 1.017730000e+00 1.043020000e+00 1.500810000e+00 2.498170000e-01 2.507830000e-01 -0.000000000e+00 -2.708790000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.804800000e+08 1.425100000e+00 1.186500000e+05 1.653800000e+13 6.977460000e-01
9.776177640e-01 3.844400000e+04 1.966000000e-04 8.547800000e+08 9.999991029e-01 1.526130000e+08 2.866860000e+04 2.817180000e+04 1.017640000e+00 1.043640000e+00 1.506790000e+00 2.482450000e-01 2.497390000e-01 -0.000000000e+00 -4.231150000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.864800000e+08 1.422300000e+00 1.180000000e+05 1.644200000e+13 6.989220000e-01
9.777111530e-01 3.802900000e+04 1.906400000e-04 8.181600000e+08 9.999991403e-01 1.507070000e+08 2.866310000e+04 2.817180000e+04 1.017440000e+00 1.044490000e+00 1.515110000e+00 2.461030000e-01 2.476290000e-01 -0.000000000e+00 -4.398290000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 6.947800000e+08 1.418500000e+00 1.169800000e+05 1.630800000e+13 7.005820000e-01
9.778074450e-01 3.765700000e+04 1.853500000e-04 7.861300000e+08 9.999991777e-01 1.487530000e+08 2.865750000e+04 2.817180000e+04 1.017240000e+00 1.045280000e+00 1.522680000e+00 2.441890000e-01 2.454760000e-01 -0.000000000e+00 -3.773070000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.023300000e+08 1.415100000e+00 1.159300000e+05 1.618700000e+13 7.021190000e-01
9.778817100e-01 3.727800000e+04 1.799700000e-04 7.541100000e+08 9.999992057e-01 1.472550000e+08 2.865310000e+04 2.817180000e+04 1.017090000e+00 1.046080000e+00 1.530440000e+00 2.422560000e-01 2.438350000e-01 -0.000000000e+00 -4.703910000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.100900000e+08 1.411700000e+00 1.146800000e+05 1.606300000e+13 7.037200000e-01
9.779836700e-01 3.686100000e+04 1.741400000e-04 7.198100000e+08 9.999992431e-01 1.452100000e+08 2.864720000e+04 2.817180000e+04 1.016870000e+00 1.046980000e+00 1.539150000e+00 2.401340000e-01 2.416100000e-01 -0.000000000e+00 -4.482740000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.187700000e+08 1.407900000e+00 1.131600000e+05 1.592500000e+13 7.055450000e-01
9.780758560e-01 3.640400000e+04 1.678000000e-04 6.832400000e+08 9.999992758e-01 1.433720000e+08 2.864180000e+04 2.817180000e+04 1.016680000e+00 1.047980000e+00 1.548780000e+00 2.378340000e-01 2.396250000e-01 -0.000000000e+00 -5.540930000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.283700000e+08 1.403900000e+00 1.113000000e+05 1.577300000e+13 7.075960000e-01
9.781988330e-01 3.602000000e+04 1.625900000e-04 6.535400000e+08 9.999993179e-01 1.409360000e+08 2.863460000e+04 2.817180000e+04 1.016430000e+00 1.048840000e+00 1.557100000e+00 2.359000000e-01 2.370090000e-01 -0.000000000e+00 -3.509370000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.366100000e+08 1.400500000e+00 1.096100000e+05 1.564300000e+13 7.094010000e-01
9.782552310e-01 3.566000000e+04 1.576700000e-04 6.261400000e+08 9.999993365e-01 1.398260000e+08 2.863130000e+04 2.817180000e+04 1.016310000e+00 1.049650000e+00 1.564890000e+00 2.341090000e-01 2.358240000e-01 -0.000000000e+00 -5.497100000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.443700000e+08 1.397400000e+00 1.078700000e+05 1.552100000e+13 7.111100000e-01
9.783715190e-01 3.522500000e+04 1.518800000e-04 5.941800000e+08 9.999993739e-01 1.375490000e+08 2.862450000e+04 2.817180000e+04 1.016070000e+00 1.050660000e+00 1.574570000e+00 2.319450000e-01 2.334090000e-01 -0.000000000e+00 -4.799230000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.539400000e+08 1.393700000e+00 1.056500000e+05 1.537200000e+13 7.132630000e-01
9.784620430e-01 3.487400000e+04 1.472500000e-04 5.690800000e+08 9.999994020e-01 1.357870000e+08 2.861920000e+04 2.817180000e+04 1.015880000e+00 1.051490000e+00 1.582490000e+00 2.302060000e-01 2.315470000e-01 -0.000000000e+00 -4.473810000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.617700000e+08 1.390700000e+00 1.037000000e+05 1.525000000e+13 7.150500000e-01
9.785398370e-01 3.446600000e+04 1.419000000e-04 5.405600000e+08 9.999994253e-01 1.342820000e+08 2.861460000e+04 2.817180000e+04 1.015720000e+00 1.052460000e+00 1.591820000e+00 2.281960000e-01 2.299640000e-01 -0.000000000e+00 -5.998570000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.710000000e+08 1.387300000e+00 1.012600000e+05 1.510900000e+13 7.171710000e-01
9.786609060e-01 3.407600000e+04 1.369200000e-04 5.143400000e+08 9.999994604e-01 1.319520000e+08 2.860750000e+04 2.817180000e+04 1.015470000e+00 1.053420000e+00 1.601030000e+00 2.262660000e-01 2.275190000e-01 -0.000000000e+00 -4.349610000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.800400000e+08 1.384000000e+00 9.882400000e+04 1.497100000e+13 7.192920000e-01
9.787278120e-01 3.369500000e+04 1.320500000e-04 4.892600000e+08 9.999994790e-01 1.306730000e+08 2.860360000e+04 2.817180000e+04 1.015330000e+00 1.054360000e+00 1.610090000e+00 2.243960000e-01 2.261790000e-01 -0.000000000e+00 -6.284570000e-07 -0.000000000e+00 0.000000000e+00 0.000000000e+00 0.000000000e+00 7.889800000e+08 1.380900000e+00 9.629200000e+04 1.483700000e+13 7.213900000e-01
